zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target
No,No,No,Yes,Yes,1,4,Yes,8,2500,363,363,0,30,29,5,5,31,6,4.142857143,Donor
No,No,No,Yes,Yes,1,3,Yes,8,732,470,459,4,74,187,21,16,29,5,11,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,3111,292,338,21,38,66,15,15,31,4,13.2,Donor
No,No,No,Yes,Yes,1,2,Yes,8,996,241,263,21,36,55,8,8,30,5,6.111111111,Donor
No,No,No,Yes,Yes,1,7,Yes,8,3614,423,514,9,56,80,11,8,30,8,6.153846154,Donor
No,No,No,Yes,Yes,1,4,No,5,425,222,288,25,68,145,20,20,36,10,13.18181818,No Donor
No,No,No,Yes,No,1,2,Yes,0,1423,240,212,30,62,77,5,5,31,6,2.138888889,No Donor
No,Yes,No,No,Yes,1,4,Yes,2,271,274,304,18,64,102,15,15,33,8,11.33333333,Donor
Yes,No,No,No,Yes,1,4,Yes,8,484,239,288,20,35,69,6,6,32,2,4.3125,Donor
Yes,No,No,No,Yes,1,4,Yes,8,985,501,493,7,49,116,15,14,29,27,11.6,No Donor
Yes,No,No,No,No,4,2,No,8,1122,296,380,20,18,25,25,25,37,5,25,No Donor
Yes,No,No,No,Yes,1,3,No,8,523,351,382,18,39,61,15,15,32,11,12.2,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,872,371,423,9,31,31,5,3,29,5,3.444444444,Donor
No,No,No,Yes,Yes,1,6,Yes,6,1895,458,490,6,42,123,12,8,37,2,7.6875,Donor
No,No,No,Yes,Yes,1,7,Yes,5,2519,425,500,9,87,276,12,8,21,7,9.517241379,Donor
Yes,No,No,No,No,1,6,No,8,1614,667,744,2,28,47,32,32,37,8,15.66666667,Donor
No,No,No,Yes,Yes,1,6,No,8,3877,669,729,0,53,83,20,20,37,3,11.85714286,Donor
Yes,No,No,No,Yes,1,5,Yes,8,821,422,464,7,62,97,11,7,29,4,6.466666667,Donor
Yes,No,No,No,No,1,2,Yes,8,536,332,331,18,28,49,12,5,32,7,9.8,No Donor
No,No,No,Yes,No,1,1,No,8,902,193,255,40,24,21.5,13,13,31,5,5.375,No Donor
No,No,No,Yes,No,2,3,No,8,974,361,403,7,25,32,6,6,29,1,4.571428571,No Donor
No,No,No,Yes,Yes,1,6,No,8,5625,1053,1023,2,79,257,12,6,31,8,6.58974359,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,801,545,566,7,40,70,7,7,31,5,5.833333333,Donor
No,Yes,No,No,Yes,1,6,No,5,656,341,388,4,41,110,10,10,30,2,10,No Donor
Yes,No,No,No,No,1,5,No,6,450,262,287,24,79,220.5,15,7,31,0,5.95945946,Donor
Yes,No,No,No,Yes,1,2,No,1,845,236,271,26,75,196,12,11,30,4,8.166666667,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,565,375,438,7,35,71,10,8,29,6,5.916666667,No Donor
No,Yes,No,No,No,1,3,No,2,466,215,250,30,74,122,8,5,32,8,4.692307692,No Donor
No,No,No,Yes,No,1,1,Yes,5,434,202,186,35,75,218,28,15,30,8,16.76923077,No Donor
No,Yes,No,No,No,1,2,No,8,484,328,355,17,71,106,10,10,30,4,5.3,Donor
No,No,No,Yes,Yes,1,4,No,8,694,238,262,29,39,92,20,20,33,4,15.33333333,Donor
Yes,No,No,No,Yes,1,4,No,2,547,306,348,17,59,102,12,3,32,14,5.666666667,No Donor
No,No,Yes,No,No,1,3,No,9,625,348,402,0,63,92,11,10,31,11,7.076923077,Donor
Yes,No,No,No,Yes,1,1,Yes,8,641,426,413,22,122,219,9,7,21,5,6.84375,Donor
No,No,Yes,No,Yes,1,5,No,7,728,357,376,10,44,132,25,25,37,9,16.5,Donor
No,No,No,Yes,No,1,1,Yes,8,538,152,197,48,22,31,5,3,28,1,3.444444444,Donor
Yes,No,No,No,Yes,1,7,Yes,9,1335,675,726,2,52,101,21,15,31,12,16.83333333,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,522,307,321,28,29,32,10,5,29,4,6.4,Donor
No,No,Yes,No,Yes,1,7,Yes,6,1434,449,485,4,60,129,13,5,37,4,8.0625,Donor
No,No,No,Yes,Yes,1,4,No,1,1131,284,342,20,79,251,8,6,31,5,5.837209302,No Donor
No,No,No,Yes,Yes,1,4,No,8,973,502,496,5,52,53,12,12,29,8,4.416666667,Donor
No,No,No,Yes,Yes,1,6,No,0,1213,401,449,16,40,186,31,31,31,6,26.57142857,Donor
No,No,No,Yes,No,1,2,Yes,4,2254,362,374,10,39,77,11,10,30,5,7.7,No Donor
No,No,No,Yes,Yes,1,1,No,2,710,249,328,26,85,153,7,7,24,3,5.1,Donor
No,No,Yes,No,Yes,1,5,Yes,8,347,252,326,21,58,127,40,9,34,13,9.071428571,Donor
Yes,No,No,No,Yes,1,4,Yes,8,513,185,199,44,124,246.21,16,9,26,1,5.862142857,No Donor
No,No,No,Yes,Yes,1,4,No,8,1360,524,521,0,27,33,7,6,31,1,5.5,Donor
No,Yes,No,No,No,1,1,No,8,384,274,350,14,20,20,15,15,31,6,10,Donor
No,No,No,Yes,No,1,6,Yes,8,1793,753,778,0,15,15,15,15,37,5,15,No Donor
Yes,No,No,No,Yes,1,3,No,7,698,433,495,3,64,118,25,15,17,16,14.75,No Donor
No,Yes,No,No,Yes,1,5,Yes,8,962,437,517,0,36,54,10,10,28,6,5.4,No Donor
No,No,No,Yes,Yes,2,6,Yes,8,761,383,423,6,56,135,16,16,29,4,9,Donor
Yes,No,No,No,Yes,1,2,Yes,4,585,322,340,13,54,121,15,15,33,14,11,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,4993,675,770,5,40,44,7,4,31,25,4.888888889,No Donor
No,No,No,Yes,No,1,1,Yes,0,1823,195,257,36,108,682,25,10,29,12,12.4,No Donor
Yes,No,No,No,No,1,1,No,3,799,288,351,10,52,152,25,12,31,7,12.66666667,Donor
No,No,No,Yes,Yes,1,4,Yes,3,1054,319,379,24,71,197,20,15,37,9,14.07142857,Donor
No,No,Yes,No,Yes,1,5,Yes,9,1785,663,737,4,44,58,20,20,37,10,14.5,Donor
No,Yes,No,No,No,1,1,Yes,6,655,423,467,4,61,68,5,4,32,3,3.4,No Donor
No,No,Yes,No,No,1,3,No,7,727,348,426,8,38,67,17,17,34,3,13.4,No Donor
Yes,No,No,No,Yes,1,4,No,3,1036,275,319,20,82,202,15,8,30,11,6.3125,Donor
No,No,No,Yes,No,1,1,Yes,0,0,147,186,52,71,99,6,5,31,5,4.5,Donor
No,No,No,Yes,Yes,1,2,Yes,8,868,382,435,8,66,109,20,15,30,8,8.384615385,No Donor
No,Yes,No,No,Yes,1,4,Yes,6,596,330,345,8,74,130,20,10,30,8,6.842105263,No Donor
No,No,Yes,No,Yes,1,3,No,8,566,352,407,10,57,107,20,20,37,2,8.230769231,No Donor
No,Yes,No,No,Yes,1,5,No,8,278,208,247,30,24,94,17,17,30,10,15.66666667,No Donor
No,No,No,Yes,Yes,1,6,Yes,9,3761,768,826,2,80,311.07,60,60,33,2,8.887714286,Donor
No,No,No,Yes,Yes,1,4,Yes,8,548,197,244,22,64,81,7,5,28,1,4.5,Donor
No,No,No,Yes,Yes,1,3,Yes,8,868,382,435,8,46,66,10,5,28,11,4.4,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,407,172,266,40,31,64,12,12,31,4,10.66666667,Donor
Yes,No,No,No,No,1,4,No,8,689,285,329,20,25,32,10,10,29,5,8,No Donor
No,No,Yes,No,No,1,1,Yes,8,448,231,348,25,29,52,11,10,36,2,8.666666667,Donor
No,No,No,Yes,Yes,1,4,Yes,3,2842,305,376,21,58,158,11,10,32,3,7.523809524,Donor
Yes,No,No,No,Yes,1,4,No,8,1896,394,488,9,57,102,10,10,17,3,7.846153846,Donor
No,No,Yes,No,No,1,1,Yes,8,366,213,253,30,64,213,20,5,31,2,10.65,No Donor
No,Yes,No,No,Yes,1,4,No,8,490,324,353,17,25,27,6,4,28,5,4.5,Donor
No,Yes,No,No,No,1,2,No,1,406,235,275,26,70,175,15,10,28,9,9.722222222,Donor
No,Yes,No,No,Yes,1,4,Yes,8,593,307,349,9,34,55,10,10,35,6,9.166666667,Donor
No,No,No,Yes,Yes,1,5,Yes,3,3142,527,681,3,56,91,10,6,28,2,5.6875,No Donor
Yes,No,No,No,Yes,1,4,No,8,441,333,328,22,31,45,20,20,37,11,11.25,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,833,441,484,7,61,94,15,8,29,7,7.230769231,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,622,421,454,18,39,93,10,5,34,8,5.470588235,No Donor
Yes,No,No,No,No,1,6,No,4,721,269,333,23,67,111,20,20,36,2,9.25,Donor
No,No,No,Yes,Yes,1,2,Yes,8,1169,363,404,6,27,29,10,5,28,2,4.833333333,Donor
No,No,No,Yes,Yes,1,6,Yes,8,2262,878,898,0,18,32,17,17,29,5,16,No Donor
No,No,No,Yes,No,1,4,Yes,8,2560,413,538,5,25,74,24,20,31,3,18.5,No Donor
No,No,Yes,No,No,1,6,Yes,8,658,390,471,7,25,30,13,13,29,7,7.5,No Donor
Yes,No,No,No,Yes,2,4,Yes,3,860,282,312,16,37,104,15,10,31,14,10.4,Donor
No,No,No,Yes,Yes,1,4,No,8,3111,347,380,14,30,37,6,4,31,6,4.111111111,Donor
No,No,Yes,No,Yes,1,4,Yes,8,2932,767,835,8,25,30,10,10,29,5,7.5,Donor
No,No,No,Yes,Yes,1,6,Yes,8,878,344,371,14,40,45,5,5,30,4,5,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,3157,507,625,9,28,47,15,15,32,10,11.75,No Donor
Yes,No,No,No,No,1,5,No,4,681,318,362,20,64,91,8,3,33,4,5.055555556,Donor
Yes,No,No,No,Yes,1,3,Yes,8,830,488,555,4,64,188,18,14,31,13,11.05882353,Donor
No,No,Yes,No,No,1,2,Yes,2,319,169,212,45,134,5674.9,375,27,33,0,23.94472574,No Donor
No,No,No,Yes,Yes,1,5,Yes,3,1066,323,396,8,58,186,18,15,30,5,11.625,Donor
No,No,No,Yes,Yes,1,2,No,2,506,214,235,35,50,68,15,10,28,11,9.714285714,Donor
No,No,No,Yes,Yes,1,4,No,7,808,400,447,2,63,74,14,14,31,5,7.4,Donor
Yes,No,No,No,Yes,1,4,Yes,1,521,276,294,27,110,186,11,10,35,8,6,Donor
No,No,No,Yes,Yes,1,4,Yes,5,556,297,310,17,140,1012,90,90,32,4,16.86666667,Donor
No,No,Yes,No,Yes,1,5,No,8,567,318,363,8,33,32,5,5,31,1,3.555555556,Donor
Yes,No,No,No,Yes,4,6,No,8,1714,955,944,0,25,29,10,10,31,1,7.25,No Donor
No,No,No,Yes,Yes,1,5,No,8,2016,392,412,20,22,27,10,5,28,6,6.75,No Donor
No,Yes,No,No,No,1,2,Yes,8,532,330,356,15,24,80,20,20,28,1,20,Donor
No,No,No,Yes,Yes,1,6,No,9,5855,1211,1085,2,43,180,40,40,30,9,20,Donor
Yes,No,No,No,Yes,1,6,No,8,1442,479,557,7,51,54,14,10,31,9,7.714285714,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,737,337,377,13,37,59,10,10,30,3,7.375,Donor
Yes,No,No,No,Yes,2,6,Yes,8,837,366,434,10,18,18,15,15,36,6,9,No Donor
Yes,No,No,No,Yes,2,7,Yes,2,1226,522,556,4,53,92,12,12,31,6,8.363636364,No Donor
No,No,No,Yes,No,1,2,Yes,1,806,223,277,29,59,247,26,26,29,3,15.4375,Donor
No,No,Yes,No,Yes,1,2,Yes,8,394,240,284,19,25,30,8,8,31,6,6,No Donor
No,No,Yes,No,Yes,1,4,No,0,727,293,339,21,70,89,10,10,31,2,6.846153846,Donor
Yes,No,No,No,Yes,1,4,Yes,5,923,343,403,13,48,124,20,20,37,4,17.71428571,Donor
No,Yes,No,No,No,1,4,Yes,0,606,247,289,18,44,218,50,50,30,8,24.22222222,Donor
No,No,Yes,No,Yes,4,4,Yes,8,898,542,521,14,24,42,12,12,31,4,10.5,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,747,342,340,9,24,39,15,14,32,5,13,No Donor
No,No,Yes,No,Yes,1,2,No,1,374,317,349,17,71,83.3,10,5,30,4,4.9,No Donor
No,No,No,Yes,Yes,1,3,No,8,1238,318,396,7,29,82,15,15,31,2,10.25,Donor
No,Yes,No,No,Yes,4,2,Yes,8,230,97,171,58,23,47,35,35,30,6,15.66666667,No Donor
No,Yes,No,No,Yes,1,3,No,8,397,302,323,29,17,15,15,15,36,5,15,No Donor
No,No,No,Yes,Yes,1,7,Yes,9,2214,711,829,5,140,389,140,28,20,24,32.41666667,Donor
Yes,No,No,No,Yes,1,3,Yes,1,606,200,237,32,76,160,10,10,30,7,7.619047619,Donor
No,No,Yes,No,No,1,1,Yes,8,427,289,302,20,18,30,10,5,30,5,6,No Donor
No,No,No,Yes,Yes,1,2,No,4,778,277,325,19,44,310,50,50,34,2,28.18181818,No Donor
No,No,Yes,No,No,1,2,Yes,8,401,325,379,20,54,104,10,6,19,1,6.933333333,Donor
Yes,No,No,No,No,1,1,No,8,817,296,335,10,43,119,25,25,31,9,17,No Donor
No,Yes,No,No,Yes,1,3,Yes,6,584,417,458,5,61,113,10,5,35,30,5.947368421,Donor
No,No,No,Yes,Yes,1,3,Yes,7,1488,366,407,6,49,135,11,9,37,2,9,No Donor
No,No,No,Yes,Yes,1,6,Yes,3,1137,324,352,20,98,406,15,14,29,4,8.826086957,Donor
Yes,No,No,No,Yes,1,4,Yes,3,513,295,338,12,79,222,8,5,35,4,5.285714286,Donor
No,Yes,No,No,Yes,3,7,No,8,886,436,528,21,53,73,5,5,29,12,4.866666667,Donor
Yes,No,No,No,No,1,2,Yes,8,521,282,357,12,14,25,25,25,37,5,25,Donor
No,No,No,Yes,No,1,2,Yes,8,587,195,256,40,33,56,11,10,35,8,9.333333333,No Donor
Yes,No,No,No,No,1,7,No,8,704,326,367,14,27,50,10,10,32,6,7.142857143,No Donor
No,No,No,Yes,Yes,1,6,Yes,5,1342,349,371,16,72,141,10,10,31,1,7.05,Donor
No,Yes,No,No,Yes,1,5,Yes,5,304,242,279,23,86,188,15,10,22,2,9.4,No Donor
No,No,No,Yes,Yes,1,7,No,5,689,280,326,31,58,190,15,10,37,3,9.5,Donor
No,No,Yes,No,No,1,2,No,3,517,270,318,25,40,50,25,25,37,27,16.66666667,No Donor
Yes,No,No,No,Yes,1,2,No,8,981,263,419,9,66,81,7,5,34,5,4.764705882,Donor
No,No,No,Yes,No,1,5,Yes,5,735,310,358,14,74,74,5,3,30,7,3.083333333,Donor
No,No,Yes,No,Yes,1,2,No,0,479,167,225,45,71,149,9,9,31,7,6.208333333,Donor
No,No,No,Yes,Yes,1,5,Yes,8,2463,406,460,15,86,305,11,10,17,7,8.714285714,Donor
No,Yes,No,No,Yes,1,4,Yes,5,484,314,347,13,51,140,12,7,32,10,8.235294118,Donor
No,No,No,Yes,No,1,5,No,8,809,421,444,9,85,242,15,5,17,4,8.642857143,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,384,122,150,59,59,138,10,7,32,4,6.571428571,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1225,484,570,6,29,46,7,5,34,2,5.75,Donor
No,Yes,No,No,Yes,1,4,Yes,8,494,397,388,9,58,117,20,20,31,7,11.7,Donor
No,No,No,Yes,Yes,1,4,Yes,0,614,166,182,44,68,267,30,6,30,2,9.888888889,Donor
Yes,No,No,No,Yes,1,3,Yes,8,746,305,377,17,55,95,10,10,28,9,5.9375,Donor
No,No,Yes,No,Yes,1,7,Yes,8,890,448,498,8,47,62,10,9,37,3,6.888888889,Donor
Yes,No,No,No,Yes,2,4,Yes,8,834,286,317,16,23,33,6,6,30,5,5.5,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,651,218,300,24,32,119,13,11,31,2,10.81818182,No Donor
Yes,No,No,No,No,1,3,No,5,492,224,286,32,65,119,14,14,31,14,9.916666667,Donor
No,Yes,No,No,Yes,1,7,Yes,8,2174,1010,987,2,22,45,25,25,34,2,22.5,Donor
No,No,No,Yes,Yes,1,2,Yes,8,1539,358,391,13,37,115,25,25,28,4,19.16666667,Donor
Yes,No,No,No,Yes,1,1,No,8,985,310,371,16,78,146,10,7,29,4,6.952380952,No Donor
No,No,Yes,No,Yes,1,2,Yes,8,749,357,400,19,24,65,25,25,30,3,21.66666667,No Donor
No,No,No,Yes,No,1,3,Yes,8,956,371,409,10,31,55,15,15,30,7,9.166666667,Donor
Yes,No,No,No,Yes,1,4,Yes,3,1105,496,599,2,58,202,10,7,17,3,6.733333333,Donor
No,No,Yes,No,Yes,1,2,Yes,7,536,353,376,6,50,74,16,15,33,3,10.57142857,Donor
No,No,No,Yes,Yes,1,5,No,3,607,292,310,24,55,101,12,12,31,8,10.1,No Donor
No,No,Yes,No,No,1,5,Yes,3,719,310,439,9,77,152,15,10,33,1,8.941176471,No Donor
No,Yes,No,No,Yes,1,3,No,8,718,313,364,14,49,66,9,9,31,3,6,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2907,701,781,0,43,103,20,15,29,7,11.44444444,Donor
No,No,Yes,No,Yes,1,4,No,8,644,223,277,29,29,41,16,15,33,9,13.66666667,No Donor
No,Yes,No,No,No,1,1,No,8,1375,171,221,41,53,56,14,14,29,5,7,Donor
No,Yes,No,No,Yes,1,4,Yes,8,853,444,496,10,25,30,20,20,33,9,10,No Donor
No,No,No,Yes,Yes,1,3,Yes,8,801,337,383,23,41,56,10,8,31,3,7,No Donor
No,No,No,Yes,Yes,1,6,Yes,8,1194,587,636,1,61,159,20,20,37,6,13.25,Donor
No,No,Yes,No,No,1,5,Yes,8,514,282,346,21,32,27,15,15,36,22,9,Donor
No,No,No,Yes,Yes,1,7,No,8,4331,971,948,2,34,50,20,20,37,6,16.66666667,No Donor
No,No,Yes,No,Yes,1,7,Yes,9,874,601,629,3,73,231,35,30,28,4,19.25,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1875,690,773,1,67,101,9,5,31,12,6.733333333,Donor
No,Yes,No,No,Yes,1,5,Yes,5,325,219,285,31,56,104,13,10,30,1,9.454545455,Donor
No,No,No,Yes,No,1,2,No,2,608,293,349,19,65,137.02,20,20,37,6,13.702,No Donor
No,No,Yes,No,No,1,7,No,8,601,279,279,14,24,40,10,10,28,2,5.714285714,No Donor
Yes,No,No,No,Yes,1,3,No,8,516,214,229,45,45,76,12,12,30,12,8.444444444,No Donor
Yes,No,No,No,Yes,1,2,Yes,3,816,268,331,10,74,215,20,6,28,12,8.958333333,Donor
No,No,Yes,No,No,1,1,Yes,5,268,260,294,22,59,101,15,15,29,19,8.416666667,No Donor
No,No,Yes,No,No,1,5,No,8,701,421,450,10,20,24,9,9,28,2,6,No Donor
Yes,No,No,No,Yes,1,3,No,8,774,227,274,28,97,170,15,7,29,4,7.727272727,No Donor
No,Yes,No,No,No,1,1,Yes,8,420,303,305,16,35,37,11,6,31,10,7.4,No Donor
Yes,No,No,No,Yes,1,4,No,8,1977,448,547,10,17,47,12,12,31,3,9.4,No Donor
Yes,No,No,No,No,4,1,Yes,8,711,323,371,14,22,46,20,10,30,3,11.5,Donor
No,No,Yes,No,No,1,1,No,1,368,214,256,31,56,327,50,50,37,13,40.875,Donor
Yes,No,No,No,Yes,1,4,Yes,9,695,315,380,31,78,431,35,10,31,6,19.59090909,No Donor
No,No,No,Yes,Yes,1,4,Yes,6,1046,329,358,10,70,169,16,10,31,13,10.5625,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,2577,399,447,9,81,177,12,12,30,3,8.045454546,Donor
Yes,No,No,No,Yes,1,4,Yes,5,645,339,420,10,44,62,15,15,34,15,10.33333333,Donor
No,Yes,No,No,Yes,1,3,No,8,329,192,202,45,21,25,20,20,30,7,12.5,Donor
Yes,No,No,No,Yes,1,4,Yes,4,936,213,213,50,62,275,24,16,30,4,11.45833333,Donor
No,No,No,Yes,Yes,1,6,No,8,1398,471,471,3,132,286,20,15,22,6,9.225806452,Donor
No,No,No,Yes,Yes,1,4,No,1,1691,324,382,11,45,124,31,31,33,5,20.66666667,Donor
No,No,No,Yes,Yes,1,5,No,7,978,348,426,7,67,147,15,9,28,5,9.1875,Donor
No,No,Yes,No,Yes,1,2,Yes,3,321,180,258,33,50,68,16,16,36,11,13.6,Donor
No,Yes,No,No,Yes,1,4,Yes,0,389,138,205,55,63,93,5,5,33,3,3.576923077,Donor
No,No,Yes,No,Yes,1,3,Yes,9,844,580,613,1,76,181,25,25,29,8,12.06666667,No Donor
No,No,Yes,No,Yes,1,4,No,8,464,391,432,7,101,257,17,14,30,5,11.68181818,Donor
No,Yes,No,No,Yes,1,3,Yes,0,573,321,351,18,108,164,10,9,31,0,5.290322581,Donor
No,No,No,Yes,No,1,3,Yes,8,639,326,323,28,24,49,15,10,28,3,12.25,Donor
Yes,No,No,No,Yes,1,3,Yes,1,583,205,245,27,67,111,36,36,31,7,10.09090909,No Donor
No,No,No,Yes,No,1,1,No,3,2698,501,509,9,52,207,25,25,36,3,15.92307692,No Donor
No,No,No,Yes,Yes,1,1,Yes,0,875,268,350,18,66,104,15,15,29,11,11.55555556,Donor
No,No,Yes,No,No,1,2,Yes,8,596,279,353,21,62,62,7,3,29,9,3.444444444,Donor
No,No,No,Yes,Yes,1,7,Yes,8,819,508,541,9,57,144,25,25,31,10,11.07692308,Donor
No,Yes,No,No,No,1,2,No,1,395,217,269,29,63,64,6,6,31,9,3.555555556,Donor
No,Yes,No,No,Yes,1,5,No,1,444,209,255,28,61,130,15,13,36,7,10.83333333,Donor
No,No,Yes,No,No,1,1,No,8,232,120,209,57,40,100,8,6,33,1,5.555555556,Donor
No,No,No,Yes,Yes,1,4,No,8,3686,828,903,1,16,20,20,20,37,5,20,Donor
No,No,No,Yes,No,1,1,No,1,917,238,249,14,97,194,18,15,37,5,12.125,No Donor
No,No,No,Yes,Yes,3,3,No,8,638,467,511,6,26,32,12,12,28,11,8,No Donor
No,No,Yes,No,No,1,1,Yes,4,488,304,327,12,39,93,25,25,28,4,11.625,No Donor
Yes,No,No,No,Yes,1,2,Yes,2,871,244,299,24,56,114,14,10,31,6,10.36363636,Donor
Yes,No,No,No,Yes,1,4,Yes,8,644,361,365,11,31,66,12,12,31,6,11,Donor
No,No,Yes,No,Yes,1,4,No,8,571,338,380,6,27,34,12,10,32,6,8.5,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,779,316,330,27,23,34,10,9,28,4,8.5,No Donor
No,Yes,No,No,Yes,1,2,No,3,621,254,318,27,65,60,6,5,34,4,4,No Donor
Yes,No,No,No,Yes,1,4,No,1,389,222,251,29,46,107,20,10,33,10,8.230769231,Donor
No,No,No,Yes,Yes,1,1,Yes,9,1999,684,768,8,48,77,20,20,30,7,11,Donor
No,Yes,No,No,Yes,1,5,Yes,8,599,551,540,2,56,172,20,20,30,5,13.23076923,Donor
No,No,No,Yes,Yes,1,4,No,6,0,68,89,90,58,82,6,6,30,2,4.555555556,Donor
Yes,No,No,No,No,1,2,Yes,8,400,225,265,27,26,35,5,5,29,4,5,No Donor
No,Yes,No,No,No,1,2,Yes,8,502,288,311,29,31,50,15,15,31,4,6.25,No Donor
No,Yes,No,No,Yes,1,1,No,8,389,276,313,19,32,35,10,5,28,16,5,Donor
Yes,No,No,No,Yes,1,1,No,8,1473,302,353,11,39,67,10,10,30,4,7.444444444,No Donor
No,No,Yes,No,Yes,1,3,Yes,5,911,288,355,17,67,123,15,15,37,24,12.3,No Donor
No,Yes,No,No,No,1,1,Yes,2,489,274,304,21,53,161,16,16,30,3,10.73333333,Donor
No,No,Yes,No,Yes,1,1,Yes,8,709,349,415,5,22,26,16,16,36,7,13,Donor
No,No,No,Yes,Yes,1,4,Yes,1,1351,462,439,8,36,49,6,4,35,5,4.454545455,Donor
No,No,No,Yes,Yes,2,3,No,8,701,261,285,20,28,31,6,5,30,2,5.166666667,No Donor
No,Yes,No,No,No,1,5,Yes,8,1167,512,575,6,90,258,15,15,29,4,8.322580645,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,2165,373,420,14,15,20,20,20,37,5,20,Donor
No,Yes,No,No,Yes,1,1,No,2,549,281,330,19,71,120,10,10,37,9,7.5,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1663,358,405,16,14,20,20,20,36,5,20,Donor
No,No,Yes,No,Yes,1,4,No,3,657,272,329,24,49,74,10,10,31,4,7.4,Donor
Yes,No,No,No,Yes,1,6,No,8,1305,525,588,2,27,32,11,6,31,8,8,No Donor
No,No,Yes,No,Yes,1,7,Yes,8,2225,839,900,0,20,47,27,27,28,9,23.5,No Donor
No,No,No,Yes,Yes,1,2,Yes,1,741,253,262,22,87,377.57,18,14,28,2,9.936052632,No Donor
Yes,No,No,No,No,1,2,No,5,441,218,263,34,62,187,11,10,32,4,8.904761905,No Donor
No,Yes,No,No,Yes,1,4,Yes,1,395,266,307,24,42,107,25,3,28,2,15.28571429,Donor
No,Yes,No,No,Yes,1,6,No,8,949,481,497,4,58,75,10,10,31,14,6.818181818,Donor
Yes,No,No,No,No,1,3,Yes,8,867,255,312,22,37,96,16,6,28,3,9.6,Donor
Yes,No,No,No,Yes,1,7,No,8,2797,780,782,8,23,45,25,25,34,2,15,Donor
Yes,No,No,No,Yes,1,3,Yes,7,1315,416,464,7,62,80,6,5,28,26,4.444444444,Donor
Yes,No,No,No,Yes,1,4,Yes,6,879,340,436,4,38,37,5,5,30,9,4.111111111,Donor
Yes,No,No,No,Yes,1,5,No,8,601,317,361,13,15,20,20,20,37,5,20,No Donor
No,No,No,Yes,Yes,1,4,Yes,9,1535,616,675,3,48,57,15,15,37,8,11.4,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2015,439,475,6,74,132.5,8,5,31,4,5.3,Donor
No,No,No,Yes,Yes,1,2,No,2,777,282,312,9,44,70,15,15,36,8,11.66666667,No Donor
No,No,Yes,No,Yes,1,4,No,2,1089,488,601,4,82,192,7,5,28,4,4.571428571,No Donor
Yes,No,No,No,Yes,1,2,Yes,1,592,223,254,29,47,47,5,5,31,7,3.357142857,Donor
No,Yes,No,No,Yes,1,1,Yes,7,737,317,399,10,70,165,8,8,20,2,4.852941177,Donor
No,No,No,Yes,Yes,1,4,No,4,873,322,376,9,62,108,14,10,31,12,9.818181818,No Donor
No,Yes,No,No,Yes,1,2,Yes,8,822,383,442,5,44,46,10,5,31,8,5.75,Donor
No,No,Yes,No,Yes,1,4,No,8,511,260,306,30,58,99,10,9,28,13,7.615384615,Donor
Yes,No,No,No,Yes,1,4,No,8,1041,466,527,4,57,191,10,10,31,5,8.304347826,No Donor
No,No,No,Yes,Yes,1,2,Yes,5,792,280,296,23,81,235,20,10,32,3,9.791666667,No Donor
No,No,Yes,No,Yes,1,3,Yes,0,337,138,192,57,91,155,10,5,29,4,5.535714286,No Donor
No,No,No,Yes,No,1,5,No,8,1269,445,502,3,28,47,11,10,29,9,7.833333333,No Donor
No,No,No,Yes,Yes,1,5,No,8,1915,428,481,6,16,20,20,20,37,5,20,Donor
No,No,No,Yes,Yes,2,5,No,8,1737,381,416,7,24,35,12,12,32,4,8.75,No Donor
No,Yes,No,No,No,1,2,Yes,1,461,168,264,44,81,124,15,15,37,3,8.857142857,No Donor
No,Yes,No,No,Yes,1,2,Yes,6,806,432,475,1,68,87,5,5,28,20,2.9,No Donor
Yes,No,No,No,Yes,1,5,No,8,1314,548,578,6,51,72,25,25,37,5,6.545454546,No Donor
No,No,No,Yes,No,1,4,Yes,8,1333,523,550,3,50,133,25,25,31,17,11.08333333,No Donor
